label,r,lag,state,count,A_p,A_m,A_pm
cube320_t0045,160,4,B,27000.0,0.6629076844816884,0.41092997906110995,0.409947852678924
cube320_t0045,160,4,HL,598.0,1.5568797351286607,1.0646415938486637,1.114754591431208
cube320_t0045,160,4,HS,2402.0,1.4342495312081023,1.2770705818116312,1.2104004590707413
cube320_t0045,192,4,B,27000.0,0.7171466679116122,0.4327979564897176,0.4316154467105153
cube320_t0045,192,4,HL,648.0,1.8897029409182526,0.9633192175565815,1.1870101499693788
cube320_t0045,192,4,HS,2352.0,1.5304083047370263,1.3436449298368818,1.2824746933621112
cube320_t0049,32,1,B,108000.0,0.26083311545775567,0.2432361645471608,0.19588555957258985
cube320_t0049,32,1,HL,2288.0,0.8803474822912759,0.965411569809739,0.8016892646872378
cube320_t0049,32,1,HS,9712.0,1.0734557647614977,1.138901134634318,0.9969129397809857
cube320_t0049,48,1,B,108000.0,0.34146792784040414,0.3081599271571885,0.2563220452769422
cube320_t0049,48,1,HL,2408.0,1.0545153999314354,1.22175354902455,0.9973592927340571
cube320_t0049,48,1,HS,9592.0,1.3150802014680711,1.3036571127982504,1.177446354590981
cube320_t0049,64,1,B,108000.0,0.41828756425782465,0.3527023332761814,0.30279467507105323
cube320_t0049,64,1,HL,2976.0,1.197961755446138,1.3560299520123353,1.1270207848389262
cube320_t0049,64,1,HS,9024.0,1.505550125246928,1.3660927126223825,1.295280089546165
cube320_t0049,80,1,B,108000.0,0.48425791409598967,0.38787516219540435,0.3407768375816863
cube320_t0049,80,1,HL,3214.0,1.280571845264764,1.4992108143948502,1.2267434908581631
